Customer_placed_order_datetime,Placed_order_with_restaurant_datetime,Driver_at_restaurant_datetime,Delivered_to_consumer_datetime,Driver_ID,Restaurant_ID,Consumer_ID,Is_New,Delivery_Region,Is_ASAP,Order_total,Amount_of_discount,Amount_of_tip,Refunded_amount
16 00:34:54,16 00:38:48,16 00:52:19,16 01:05:17,372,86,12034,FALSE,Palo Alto,TRUE,16.01,0,0.46,0
08 00:33:28,08 00:39:02,08 01:12:31,08 01:36:05,313,105,12034,FALSE,Palo Alto,FALSE,45.59,0,0,0
22 00:34:17,22 00:36:51,22 00:47:08,22 01:10:13,43,258,12034,FALSE,Palo Alto,TRUE,44.72,0,0,0
10 19:19:23,10 19:21:24,10 19:34:40,10 20:28:57,286,205,12047,FALSE,Palo Alto,TRUE,35.14,0,1.34,0
30 03:39:01,30 03:44:36,30 03:49:31,30 04:08:38,76,190,12050,FALSE,San Jose,TRUE,25.47,6,0,0
12 01:16:11,12 01:27:31,12 02:14:21,12 02:56:49,290,129,12052,FALSE,San Jose,TRUE,75.6,0,2.8,0
13 21:04:16,13 21:06:24,13 21:25:53,13 21:52:57,49,129,12052,FALSE,San Jose,TRUE,72.34,0,2.65,0
05 20:15:31,05 20:20:12,05 20:33:12,05 20:59:41,160,170,12052,FALSE,San Jose,TRUE,74.24,0,3.13,0
21 00:04:58,21 00:07:57,21 00:19:08,21 00:48:27,380,170,12052,FALSE,San Jose,TRUE,76.58,0,3.24,0
01 04:18:39,01 04:19:04,01 04:39:44,01 05:00:26,317,303,12052,FALSE,San Jose,TRUE,41.97,0,1.65,0
27 00:27:25,27 00:30:23,27 00:55:10,27 01:23:54,422,303,12052,FALSE,San Jose,TRUE,48.51,0,1.95,0
07 23:23:54,07 23:29:19,08 00:02:44,08 00:19:51,109,316,12052,FALSE,San Jose,FALSE,53.31,0,2.17,0
02 20:07:36,02 20:14:55,02 20:25:19,02 20:38:10,232,329,12052,FALSE,San Jose,TRUE,55.37,0,2.27,0
26 19:10:22,26 19:18:51,,26 19:44:43,156,3,12066,FALSE,Palo Alto,TRUE,28.24,0,1.02,0
09 02:07:29,09 02:09:37,09 02:20:20,09 02:38:02,353,5,12095,FALSE,Palo Alto,TRUE,39.11,0,3.91,0
02 01:46:21,02 01:52:38,02 02:04:55,02 02:17:20,154,10,12095,FALSE,Palo Alto,TRUE,66.85,0,6.69,0
15 02:13:36,15 02:17:36,15 02:41:22,15 02:51:17,195,207,12095,FALSE,Palo Alto,TRUE,41.07,0,2.05,0
09 19:04:19,09 19:11:25,09 19:15:57,09 19:32:41,302,43,12101,FALSE,Mountain View,TRUE,16.33,0,2.45,0
23 19:01:49,23 19:18:58,,23 19:58:03,323,43,12101,FALSE,Mountain View,TRUE,36.99,0,3.7,0
30 18:59:09,30 19:38:16,30 19:49:07,30 20:16:15,89,239,12101,FALSE,Mountain View,TRUE,31.01,0,1.55,0
10 01:03:09,10 01:03:53,,10 01:51:03,134,243,12101,FALSE,Mountain View,TRUE,62.82,0,6.28,0
17 01:38:04,17 01:42:24,,17 02:24:26,134,243,12101,FALSE,Mountain View,TRUE,31.99,0,3.2,0
02 18:26:31,02 19:17:05,02 19:23:40,02 19:40:58,248,43,12108,FALSE,Mountain View,FALSE,20.66,0,2.07,0
06 00:48:42,06 00:56:33,06 01:01:31,06 01:22:52,102,45,12108,FALSE,Mountain View,TRUE,18.92,0,2.84,0
02 00:45:58,02 00:54:46,02 01:04:40,02 01:47:38,118,322,12109,FALSE,San Jose,TRUE,55.49,0,2.27,0
09 00:38:11,09 00:42:21,09 00:59:08,09 01:36:19,257,322,12109,FALSE,San Jose,TRUE,38.1,0,1.47,0
27 02:51:34,27 03:04:20,,27 03:53:04,264,322,12109,FALSE,San Jose,TRUE,85.95,0,3.66,0
15 01:17:47,15 01:24:04,15 01:45:44,15 02:13:33,73,272,12111,FALSE,San Jose,TRUE,27.69,0,2.77,0
12 02:21:37,12 02:45:48,12 03:03:27,12 03:22:25,290,295,12111,FALSE,San Jose,TRUE,45.68,0,4.57,0
27 02:34:24,27 02:53:05,,27 03:32:52,380,132,12113,FALSE,San Jose,TRUE,83.7,0,12.56,0
30 02:53:52,30 02:54:52,30 03:06:39,30 03:39:02,168,170,12113,FALSE,San Jose,TRUE,50.53,0,7.58,0
29 02:02:25,29 02:16:20,29 02:48:22,29 03:10:11,168,175,12113,FALSE,San Jose,TRUE,51.57,0,7.74,0
08 00:10:38,08 00:11:44,08 00:23:31,08 00:58:00,319,8,12114,FALSE,Palo Alto,TRUE,26.06,0,0.92,0
24 16:06:56,24 23:28:15,25 00:00:30,25 00:17:18,267,8,12114,FALSE,Palo Alto,FALSE,33.18,0,1.25,0
28 02:03:18,28 02:37:03,28 02:51:01,28 03:15:27,392,18,12114,FALSE,Palo Alto,TRUE,20.57,0,1.03,10.28
07 00:40:14,07 01:07:35,07 01:39:59,07 01:51:46,80,58,12114,FALSE,Palo Alto,FALSE,28.24,0,1.41,19.32
22 00:36:11,22 00:39:49,22 00:45:24,22 01:15:46,50,360,12114,FALSE,Palo Alto,TRUE,27.21,0,1.36,0
03 04:03:19,03 04:03:49,,03 04:25:42,195,28,12116,FALSE,Palo Alto,TRUE,30.9,0,1.55,0
15 02:44:20,15 03:07:58,15 03:17:52,15 03:27:38,343,12,12118,FALSE,Palo Alto,TRUE,19.54,0,1.86,0
07 01:14:59,07 01:15:12,07 01:39:31,07 02:02:36,200,68,12118,FALSE,Palo Alto,TRUE,23.94,0,2.47,0
10 02:30:23,10 02:30:41,10 02:42:01,10 03:02:46,275,68,12118,FALSE,Palo Alto,TRUE,26.01,0,1.84,0
12 01:37:53,12 01:59:22,12 02:17:06,12 02:28:36,200,86,12118,FALSE,Palo Alto,TRUE,19.49,0,1.24,0
29 02:18:26,29 02:19:25,29 02:31:17,29 02:39:12,98,205,12118,FALSE,Palo Alto,TRUE,23.29,0,1.59,0
20 02:15:08,20 02:15:48,20 02:57:08,20 03:27:34,299,20,12127,FALSE,Palo Alto,TRUE,45.59,0,1.82,0
20 00:53:03,20 01:16:11,20 01:21:41,20 01:39:19,360,44,12136,FALSE,Mountain View,TRUE,19.59,0,0.98,0
03 01:14:00,03 01:20:50,03 01:34:10,03 02:02:54,245,77,12136,FALSE,Mountain View,TRUE,34.71,0,1.74,0
16 02:00:55,16 02:03:23,16 02:22:58,16 03:01:24,313,232,12139,FALSE,Palo Alto,TRUE,77.56,0,5,0
06 19:52:49,06 19:55:24,06 20:03:06,06 20:37:38,155,44,12147,FALSE,Mountain View,TRUE,33.13,0,2.49,0
08 04:19:03,08 04:23:05,08 04:27:29,08 04:54:21,248,44,12147,FALSE,Mountain View,TRUE,20.08,0,1.29,0
04 01:52:04,04 01:57:28,04 02:27:23,04 02:45:01,105,89,12147,FALSE,Mountain View,TRUE,28.24,0,2.04,0
09 01:04:39,09 01:09:01,,09 01:44:34,274,89,12147,FALSE,Mountain View,TRUE,30.96,0,2.29,0
01 02:30:15,01 02:45:35,01 03:03:28,01 03:57:44,274,90,12147,FALSE,Mountain View,TRUE,19.97,0,1.28,0
03 02:11:48,03 02:15:48,03 02:37:47,03 03:24:06,101,90,12147,FALSE,Mountain View,TRUE,22.15,0,1.48,0
05 01:19:36,05 01:49:02,05 02:11:01,05 02:48:41,287,90,12147,FALSE,Mountain View,TRUE,22.15,0,1.48,0
07 03:39:45,07 04:14:43,07 04:17:41,07 04:36:14,134,90,12147,FALSE,Mountain View,TRUE,22.15,0,1.48,0
28 00:35:00,28 00:56:20,,28 01:26:53,155,264,12147,FALSE,Mountain View,TRUE,17.42,0,1.05,0
23 03:08:09,23 03:08:55,23 03:28:11,23 03:49:57,245,349,12147,FALSE,Mountain View,TRUE,25.3,0,1.77,0
25 01:12:37,25 01:15:45,25 01:36:06,25 01:54:59,245,349,12147,FALSE,Mountain View,TRUE,24.22,0,1.67,0
06 21:33:15,06 21:34:26,06 21:44:59,06 22:04:28,56,62,12151,FALSE,Palo Alto,TRUE,67.77,0,2.84,0
09 03:17:49,09 03:20:03,,09 04:11:28,160,157,12153,FALSE,San Jose,TRUE,64.7,0,5.39,0
16 02:53:32,16 02:55:31,,16 03:47:16,336,157,12153,FALSE,San Jose,TRUE,73.32,0,6.19,0
02 03:00:18,02 03:10:37,,02 03:45:50,303,276,12153,FALSE,San Jose,TRUE,57.67,0,5,0
30 03:09:56,30 03:18:17,,30 04:06:28,36,276,12153,FALSE,San Jose,TRUE,111.62,0,7,0
23 02:16:59,23 02:20:25,23 02:41:24,23 03:27:06,189,302,12153,FALSE,San Jose,TRUE,69.06,0,5.78,0
27 01:51:09,27 02:24:27,,27 03:09:45,290,302,12153,FALSE,San Jose,TRUE,122.31,0,8,0
05 02:58:07,05 03:19:58,,05 04:02:43,36,307,12153,FALSE,San Jose,TRUE,60.47,0,4.99,0
15 02:59:46,15 03:10:07,,15 03:56:18,73,307,12153,FALSE,San Jose,TRUE,77.9,0,6,0
24 03:34:44,24 03:37:55,24 03:44:44,24 04:15:54,334,337,12153,FALSE,San Jose,TRUE,68.37,0,5.73,0
12 03:44:04,12 03:46:16,12 04:16:20,12 04:35:03,182,39,12154,FALSE,Mountain View,TRUE,44.06,0,5.25,0
15 03:49:28,15 03:50:13,15 04:02:05,15 04:26:40,248,77,12154,FALSE,Mountain View,TRUE,63.91,0,7.98,0
17 03:17:55,17 03:22:44,,17 04:35:56,89,77,12154,FALSE,Mountain View,TRUE,52.6,0,6.42,0
22 03:07:10,22 03:11:06,22 03:21:17,22 04:01:57,89,116,12154,FALSE,Mountain View,TRUE,77.23,0,9.82,0
11 01:36:37,11 01:58:12,11 02:10:05,11 02:38:28,182,243,12154,FALSE,Mountain View,TRUE,38.57,0,4.49,0
26 18:25:56,26 18:27:51,,26 19:26:29,297,260,12154,FALSE,Mountain View,TRUE,45.04,0,5.38,0
06 18:01:27,06 18:02:28,06 18:41:19,06 18:54:20,89,266,12154,FALSE,Mountain View,TRUE,33.51,0,3.79,0
29 22:40:25,29 23:24:17,29 23:35:23,29 23:56:27,407,140,12162,FALSE,San Jose,FALSE,12.47,0,0.59,0
14 21:29:27,14 23:31:52,14 23:47:24,15 00:00:35,304,190,12162,FALSE,San Jose,FALSE,13.07,10,0.65,0
06 23:29:53,06 23:37:47,07 00:05:39,07 00:20:51,334,201,12162,FALSE,San Jose,FALSE,36.44,0,2.79,0
18 19:25:11,18 19:35:14,18 19:43:19,18 20:37:39,334,201,12162,FALSE,San Jose,TRUE,28.07,0,3.04,0
13 01:08:30,13 01:26:19,13 01:42:43,13 01:55:42,49,135,12167,FALSE,San Jose,TRUE,20.9,0,0,0
04 04:11:06,04 04:13:05,04 04:20:04,04 04:55:24,303,190,12167,FALSE,San Jose,TRUE,14.65,0,0.39,0
28 02:38:38,28 02:41:10,28 02:44:44,28 03:16:10,377,201,12167,FALSE,San Jose,TRUE,22.71,0,0,0
28 20:21:05,28 20:21:36,28 20:27:24,28 20:49:44,341,12,12210,FALSE,Palo Alto,TRUE,32.05,0,1.19,0
02 00:19:36,02 00:19:50,02 00:32:21,02 01:05:56,222,20,12210,FALSE,Palo Alto,TRUE,41.18,0,1.61,0
05 01:33:25,05 01:36:52,05 01:51:34,05 02:50:10,340,20,12210,FALSE,Palo Alto,TRUE,44.49,0,1.76,0
07 00:42:29,07 00:43:47,07 01:00:08,07 01:32:51,198,20,12210,FALSE,Palo Alto,TRUE,42.7,0,1.68,0
04 19:50:21,04 20:07:37,04 20:39:41,04 21:06:53,69,47,12210,FALSE,Palo Alto,TRUE,41.89,0,1.65,0
10 19:17:36,10 19:18:47,10 19:33:45,10 19:56:38,114,47,12210,FALSE,Palo Alto,TRUE,52.11,0,2.12,0
02 18:29:03,02 18:47:17,,02 19:21:50,246,106,12210,FALSE,Palo Alto,FALSE,52.22,0,2.12,0
23 18:51:35,23 19:02:31,,23 19:47:38,144,312,12210,FALSE,Palo Alto,TRUE,20.72,0,1.04,0
10 18:48:12,10 18:59:50,10 19:16:29,10 19:41:13,66,8,12216,FALSE,Palo Alto,TRUE,16.88,0,0.5,0
30 17:48:20,30 18:41:35,30 19:02:42,30 19:31:12,56,107,12216,FALSE,Palo Alto,FALSE,48.35,0,1.94,0
16 00:04:00,16 00:05:48,16 00:13:30,16 00:37:44,372,9,12228,FALSE,Palo Alto,TRUE,22.26,0,2.24,0
27 21:32:20,27 21:35:46,,27 22:16:26,403,107,12233,FALSE,Palo Alto,TRUE,42.81,0,1.69,0
15 04:33:28,15 04:37:32,15 04:47:49,15 05:29:57,227,170,12236,FALSE,San Jose,TRUE,21.21,0,3.18,0
17 20:58:12,17 21:01:40,17 21:14:16,17 21:37:35,168,318,12236,FALSE,San Jose,TRUE,7.07,0,1.06,0
11 17:53:33,11 18:08:33,,11 18:40:14,36,138,12237,FALSE,San Jose,FALSE,78.54,0,3.33,0
19 20:58:49,19 21:00:44,,19 21:38:57,215,14,12242,FALSE,Palo Alto,TRUE,33.13,0,1.66,0
23 00:04:25,23 00:05:24,23 00:35:10,23 00:59:55,36,131,12268,FALSE,San Jose,TRUE,46.76,0,2.34,0
08 23:11:52,08 23:20:19,,09 00:23:17,303,150,12268,FALSE,San Jose,FALSE,45.1,0,2.26,0
29 02:33:17,29 02:55:47,29 03:13:14,29 03:22:51,397,223,12271,FALSE,San Jose,TRUE,28.84,0,1.05,0
18 20:35:49,18 20:38:36,18 20:54:10,18 21:24:30,334,175,12273,FALSE,San Jose,TRUE,46.18,0,1.84,0
25 01:11:48,25 01:13:05,25 01:24:10,25 01:46:16,118,135,12278,FALSE,San Jose,TRUE,19.81,0,1.27,0
26 20:27:42,26 20:53:09,,26 21:24:24,264,140,12278,FALSE,San Jose,TRUE,19.54,0,0.62,0
19 20:17:46,19 20:19:56,19 20:29:33,19 20:41:38,118,150,12278,FALSE,San Jose,TRUE,27.59,0,1.98,0
20 18:08:05,20 18:21:51,20 18:28:11,20 18:35:07,168,190,12278,FALSE,San Jose,TRUE,19.05,0,1.8,0
08 00:11:02,08 00:25:22,08 00:42:18,08 01:06:27,282,267,12278,FALSE,San Jose,TRUE,25.58,0,1.8,0
17 01:38:27,17 01:44:10,17 02:17:04,17 02:24:58,227,267,12278,FALSE,San Jose,TRUE,21.77,0,1.45,0
22 00:40:44,22 00:42:42,22 00:54:37,22 01:12:03,212,298,12278,FALSE,San Jose,TRUE,23.93,0,1.64,0
03 03:03:15,03 03:03:31,03 03:16:50,03 03:52:40,69,68,12280,FALSE,Palo Alto,TRUE,26.61,0,1.89,0
26 02:07:37,26 02:30:04,,26 03:31:41,154,68,12280,FALSE,Palo Alto,TRUE,68.86,0,5.78,0
05 02:41:08,05 02:59:26,05 03:23:33,05 03:37:36,273,3,12287,FALSE,Palo Alto,TRUE,26.66,0,1.33,0
23 02:49:05,23 02:51:57,23 02:56:55,23 03:24:05,343,3,12287,FALSE,Palo Alto,TRUE,26.66,0,1.33,0
04 02:15:08,04 02:16:40,04 02:36:22,04 03:01:59,349,8,12287,FALSE,Palo Alto,TRUE,26.12,0,1.31,0
12 02:47:48,12 02:52:13,12 03:09:09,12 03:39:26,299,20,12287,FALSE,Palo Alto,TRUE,24.38,0,1.22,0
24 01:02:52,24 01:06:18,,24 01:43:43,43,83,12287,FALSE,Palo Alto,TRUE,30.9,0,1.14,0
26 04:23:02,26 04:25:12,,26 05:08:15,154,107,12287,FALSE,Palo Alto,TRUE,37.54,0,1.88,0
13 00:16:24,13 00:19:18,13 00:25:37,13 00:41:42,275,48,12289,FALSE,Palo Alto,TRUE,19.54,0,0.62,0
18 00:27:52,18 00:30:00,,18 00:59:21,246,100,12289,FALSE,Palo Alto,TRUE,27.21,0,0.97,0
24 02:48:56,24 02:49:54,24 02:58:56,24 03:24:13,386,221,12290,FALSE,Palo Alto,TRUE,36.34,0,2.79,0
04 01:02:33,04 01:18:54,04 01:30:32,04 01:41:27,259,59,12291,FALSE,Palo Alto,TRUE,32.64,0,2.45,0
12 01:17:54,12 01:19:00,12 01:33:51,12 01:43:31,112,205,12291,FALSE,Palo Alto,TRUE,47.11,0,3.78,0
27 18:26:22,27 18:35:58,,27 19:02:58,200,250,12291,FALSE,Palo Alto,TRUE,31.83,0,2.37,0
10 00:58:38,10 00:59:02,10 01:07:15,10 01:39:52,340,107,12293,FALSE,Palo Alto,TRUE,47.76,6,5.76,0
26 01:57:10,26 02:15:54,,26 02:54:53,277,41,12297,FALSE,Mountain View,TRUE,55.43,0,5.54,0
27 02:35:37,27 02:53:02,,27 03:28:42,245,217,12297,FALSE,Mountain View,TRUE,23.4,0,3.51,0
18 18:08:28,18 18:09:49,18 18:17:07,18 18:50:33,290,264,12297,FALSE,Mountain View,TRUE,22.26,0,3.34,0
14 00:47:40,14 00:54:10,14 01:03:07,14 01:26:12,315,27,12298,FALSE,Palo Alto,TRUE,34.22,0,2.59,0
18 19:52:55,18 19:53:20,18 20:10:28,18 20:29:47,276,63,12298,FALSE,Palo Alto,TRUE,39.17,0,3.05,0
28 23:24:25,29 00:25:06,,29 01:08:25,291,63,12298,FALSE,Palo Alto,FALSE,37.48,0,2.89,0
13 02:24:38,13 02:39:54,13 02:54:46,13 03:20:36,314,107,12298,FALSE,Palo Alto,TRUE,24.98,0,1.74,0
01 18:49:32,01 19:11:41,01 19:26:57,01 20:07:16,200,121,12298,FALSE,Palo Alto,TRUE,23.35,6,1.59,0
14 19:31:16,14 19:36:09,,14 20:06:07,363,124,12298,FALSE,Palo Alto,TRUE,21.76,0,1.44,0
02 02:08:15,02 02:14:03,02 02:29:11,02 02:39:07,64,77,12299,FALSE,Mountain View,TRUE,44.5,0,4.45,0
07 23:51:45,07 23:52:38,08 00:31:22,08 00:52:32,131,127,12300,FALSE,San Jose,TRUE,89.47,0,4.47,0
11 00:26:00,11 00:27:53,,11 01:24:21,189,178,12300,FALSE,San Jose,TRUE,221.18,0,19.23,0
06 03:04:42,06 03:41:56,,06 04:20:54,168,183,12300,FALSE,San Jose,TRUE,63.58,0,6.36,0
12 01:08:29,12 01:09:59,12 01:37:41,12 01:56:04,352,175,12304,FALSE,San Jose,TRUE,46.78,6,0,40.78
03 01:12:54,03 01:22:56,03 01:31:52,03 01:52:53,282,297,12308,FALSE,San Jose,TRUE,53.96,6,2.2,0
23 03:17:36,23 03:19:45,,23 03:46:57,173,311,12314,FALSE,San Jose,TRUE,18.54,0,0,0
18 00:18:22,18 00:21:02,18 00:40:55,18 00:58:19,123,222,12325,FALSE,San Jose,TRUE,32.39,32.39,4,0
09 00:57:59,09 01:06:04,,09 01:43:53,76,276,12325,FALSE,San Jose,TRUE,44.04,44.04,5,0
26 23:55:27,26 23:59:20,,27 00:56:16,290,316,12325,FALSE,San Jose,TRUE,72.98,72.98,6.14,0
15 17:29:14,15 17:52:41,15 18:05:35,15 18:24:38,232,191,12330,FALSE,San Jose,FALSE,15.73,0,0.79,0
09 02:48:33,09 02:49:08,09 03:08:24,09 03:32:03,304,253,12330,FALSE,San Jose,TRUE,111.49,6,5.57,0
25 03:50:57,25 03:52:02,25 04:07:45,25 04:24:51,335,271,12330,FALSE,San Jose,TRUE,36.96,0,1.85,0
26 02:10:07,26 02:49:04,,26 03:23:59,174,272,12330,FALSE,San Jose,TRUE,34.18,0,3.42,0
25 18:31:11,25 18:50:39,,25 19:44:06,286,8,12348,FALSE,Palo Alto,TRUE,40.26,0,1.57,0
12 01:34:40,12 01:42:52,12 02:04:53,12 02:20:53,184,32,12354,FALSE,Mountain View,TRUE,27.64,0,0.99,0
13 19:48:19,13 19:51:32,13 20:02:23,13 20:34:08,36,129,12357,FALSE,San Jose,TRUE,21.22,0,3.18,15.22
21 02:35:09,21 02:52:19,,21 03:11:19,380,195,12362,FALSE,San Jose,TRUE,49.99,0,2.5,0
20 03:05:26,20 03:05:38,20 03:16:42,20 03:32:33,356,9,12365,FALSE,Palo Alto,TRUE,81.47,0,3.47,0
12 23:48:22,12 23:50:45,13 00:24:30,13 00:42:02,235,201,12366,FALSE,San Jose,TRUE,20.41,0,0.93,0
09 03:28:24,09 03:31:54,,09 04:06:00,228,270,12371,FALSE,San Jose,TRUE,23.39,0,5,0
19 04:00:49,19 04:08:24,,19 04:33:14,334,270,12371,FALSE,San Jose,TRUE,24.48,6,5,0
19 02:55:18,19 02:57:01,,19 03:45:50,380,127,12374,FALSE,San Jose,TRUE,52.11,0,4.24,0
04 01:47:53,04 01:49:49,04 02:02:35,04 02:21:09,73,109,12380,FALSE,Mountain View,TRUE,40.77,0,1.59,0
28 00:02:12,28 00:03:35,,28 00:36:49,134,243,12380,FALSE,Mountain View,TRUE,51.02,0,2.07,0
30 02:32:43,30 02:44:23,30 02:47:41,30 03:11:41,147,106,12382,FALSE,Palo Alto,TRUE,51.13,0,5.11,0
22 00:44:58,22 00:49:51,,22 01:34:33,340,28,12384,FALSE,Palo Alto,TRUE,36.88,0,1.84,0
27 03:37:00,27 03:43:33,,27 04:46:55,246,107,12385,FALSE,Palo Alto,TRUE,41.29,0,6.19,0
15 02:45:31,15 02:50:04,15 03:04:13,15 03:41:17,259,200,12385,FALSE,Palo Alto,TRUE,35.09,0,1.75,0
12 02:22:58,12 02:25:15,12 02:44:59,12 03:09:37,275,232,12385,FALSE,Palo Alto,TRUE,38.63,0,1.93,0
23 02:34:38,23 02:37:03,23 02:49:24,23 03:06:22,277,41,12386,FALSE,Mountain View,TRUE,69.02,0,5.79,0
08 00:56:58,08 01:02:59,,08 01:54:20,198,248,12386,FALSE,Mountain View,TRUE,45.1,0,3.59,0
04 00:57:53,04 00:59:34,04 01:11:17,04 01:22:33,141,228,12387,FALSE,Mountain View,TRUE,29.33,0,2.14,0
15 03:08:31,15 03:10:20,,15 03:42:55,207,228,12387,FALSE,Mountain View,TRUE,46.07,0,2.3,0
24 18:39:44,24 18:49:13,24 18:50:31,24 19:10:50,207,50,12394,FALSE,Mountain View,TRUE,23.84,0,0,0
26 03:43:33,26 03:50:56,,26 04:19:11,175,50,12394,FALSE,Mountain View,TRUE,22.26,0,0,0
09 18:10:08,09 18:13:10,09 18:18:18,09 18:37:14,248,114,12394,FALSE,Mountain View,TRUE,18.45,0,0.57,0
02 18:48:29,02 19:03:16,02 19:24:04,02 19:42:23,322,220,12394,FALSE,Mountain View,TRUE,20.68,0,0,0
15 20:54:27,15 20:56:02,15 21:11:27,15 21:36:02,89,220,12394,FALSE,Mountain View,TRUE,21.17,0,0,0
08 19:13:13,08 19:16:22,08 19:24:44,08 19:39:13,224,239,12394,FALSE,Mountain View,TRUE,27.15,0,0,0
26 03:44:28,26 03:51:02,,26 04:14:26,288,10,12395,FALSE,Palo Alto,TRUE,47.27,0,9,0
17 01:10:14,17 01:20:21,17 01:38:17,17 02:01:09,262,28,12395,FALSE,Palo Alto,TRUE,39.55,0,5.93,0
29 02:45:21,29 02:57:02,29 03:01:49,29 03:16:52,154,63,12395,FALSE,Palo Alto,TRUE,29.16,0,8,0
04 01:46:52,04 02:24:32,04 03:09:34,04 03:45:32,346,68,12395,FALSE,Palo Alto,FALSE,53.31,0,6.52,0
23 20:33:06,23 20:34:12,23 20:41:21,23 21:06:16,324,68,12395,FALSE,Palo Alto,TRUE,44.39,0,9,0
14 01:15:05,14 01:16:51,14 01:39:50,14 02:01:04,299,81,12395,FALSE,Palo Alto,TRUE,29.33,0,6,0
25 03:31:21,25 03:31:41,25 03:38:29,25 03:56:50,48,81,12395,TRUE,Palo Alto,TRUE,29.33,0,6,0
17 00:24:16,17 00:25:29,17 00:42:13,17 01:15:06,222,207,12395,FALSE,Palo Alto,TRUE,75.49,0,11.32,0
10 01:12:44,10 01:16:50,10 01:20:36,10 01:46:08,353,233,12395,FALSE,Palo Alto,TRUE,24.42,0,5,0
20 03:57:17,20 03:59:42,20 04:06:27,20 04:24:16,355,48,12397,FALSE,Palo Alto,TRUE,39.55,0,3.96,0
25 02:21:35,25 02:28:22,,25 03:01:28,29,69,12397,FALSE,Palo Alto,TRUE,26.01,0,3.9,0
06 01:44:59,06 02:03:33,06 02:14:52,06 02:32:03,315,221,12397,FALSE,Palo Alto,TRUE,17.15,0,2.57,0
28 03:11:41,28 03:32:01,28 03:44:09,28 04:00:41,84,243,12397,FALSE,Palo Alto,TRUE,21.77,0,1.09,0
12 03:07:45,12 03:18:02,12 03:39:37,12 04:03:55,304,170,12400,FALSE,San Jose,TRUE,46.24,0,6.94,0
19 02:35:06,19 02:43:44,19 02:53:41,19 03:15:38,189,223,12400,FALSE,San Jose,TRUE,48.3,5,7.25,0
02 02:42:26,02 02:55:07,02 03:01:42,02 03:50:38,36,271,12400,FALSE,San Jose,TRUE,38.59,0,5.79,0
02 02:55:23,02 02:55:41,02 03:16:50,02 03:33:45,147,68,12402,FALSE,Palo Alto,TRUE,40.75,0,3.19,0
26 00:22:42,26 00:24:31,,26 01:09:42,215,107,12402,FALSE,Palo Alto,TRUE,26.66,0,0.95,0
30 02:42:04,30 03:04:43,30 03:26:35,30 03:41:18,313,5,12403,FALSE,Palo Alto,TRUE,27.15,0,0.97,0
11 01:25:55,11 01:26:10,11 01:35:37,11 01:55:22,328,68,12403,TRUE,Palo Alto,TRUE,47.81,0,1.92,0
04 02:21:41,04 02:43:15,,04 03:05:34,206,249,12403,TRUE,Palo Alto,TRUE,33.57,0,1.26,0
15 00:57:51,15 01:01:51,15 01:11:41,15 01:33:29,133,249,12403,FALSE,Palo Alto,TRUE,42.7,0,2.14,0
05 02:07:18,05 02:26:45,05 02:58:28,05 03:25:15,155,87,12404,FALSE,Mountain View,TRUE,51.08,0,6.21,0
14 00:52:51,14 01:21:24,14 01:35:57,14 02:07:34,204,87,12404,FALSE,Mountain View,TRUE,37.48,0,4.34,0
19 01:40:14,19 01:44:13,19 01:52:51,19 02:06:53,87,87,12404,TRUE,Mountain View,TRUE,21.71,0,2.16,0
02 01:43:05,02 01:52:13,02 02:09:03,02 02:55:59,109,156,12406,TRUE,San Jose,TRUE,45.53,15,3.63,0
05 01:27:06,05 01:32:28,05 02:00:57,05 02:24:13,175,156,12406,TRUE,San Jose,TRUE,80.17,0,3.41,0
13 01:32:21,13 01:39:00,13 01:48:04,13 02:28:14,174,156,12406,TRUE,San Jose,TRUE,57.44,0,4.73,0
25 01:20:46,25 01:23:43,25 01:38:49,25 02:04:08,227,183,12414,FALSE,San Jose,TRUE,53.81,0,4.39,0
13 03:30:38,13 03:36:10,13 03:46:59,13 04:10:51,345,9,12415,TRUE,Palo Alto,TRUE,34.27,0,1.3,0
19 01:14:32,19 01:14:39,19 01:33:33,19 01:51:39,222,68,12415,TRUE,Palo Alto,TRUE,26.06,0,0.92,1.03
06 21:35:12,06 21:41:21,06 21:53:30,06 22:22:27,89,89,12416,FALSE,Mountain View,TRUE,15.73,0,0.44,0
14 01:56:26,14 01:57:38,14 02:07:18,14 02:45:06,254,10,12419,FALSE,Palo Alto,TRUE,94.31,0,12.18,0
12 02:19:08,12 02:22:55,,12 03:03:20,60,123,12419,FALSE,Palo Alto,TRUE,40.34,0,4.72,0
12 21:53:04,12 21:57:44,12 22:03:11,12 22:26:00,354,123,12419,FALSE,Palo Alto,TRUE,45.13,0,5.38,0
05 18:46:53,05 18:48:06,05 18:58:07,05 19:33:39,303,129,12420,FALSE,San Jose,TRUE,22.31,0,2.25,0
08 03:24:10,08 03:24:24,08 03:37:29,08 04:10:17,317,147,12420,FALSE,San Jose,TRUE,59.18,0,7.33,18.09
04 04:51:59,04 04:54:05,04 05:02:45,04 05:25:14,304,181,12420,FALSE,San Jose,TRUE,23.62,0,2.43,0
05 20:25:50,05 20:30:20,05 20:44:21,05 21:15:54,168,181,12420,FALSE,San Jose,TRUE,31.56,0,3.52,0
20 17:08:07,20 17:52:39,20 18:16:17,20 18:48:47,381,187,12420,FALSE,San Jose,FALSE,54.99,10,2.75,0
