,Customer_placed_order_datetime,Placed_order_with_restaurant_datetime,Driver_at_restaurant_datetime,Delivered_to_consumer_datetime,Driver_ID,Restaurant_ID,Consumer_ID,Is_New,Delivery_Region,Is_ASAP,Order_total,Amount_of_discount,Amount_of_tip,Refunded_amount,Total_time_elapsed
10449,08 20:27:16,08 20:28:05,08 20:38:38,08 21:12:22,257,346,14413,FALSE,San Jose,TRUE,26.66,0,2.85,0,0 days 00:45:06.000000000
10450,03 00:15:47,03 00:16:02,03 00:27:31,03 00:59:14,34,4,14414,FALSE,Palo Alto,TRUE,35.36,0,1.35,0,0 days 00:43:27.000000000
10451,01 19:33:48,01 19:44:23,01 19:44:53,01 20:13:29,288,9,14414,FALSE,Palo Alto,TRUE,39.11,0,1.52,0,0 days 00:39:41.000000000
10452,09 20:40:00,09 20:40:36,09 20:50:12,09 21:11:34,67,9,14414,TRUE,Palo Alto,TRUE,35.85,0,1.37,0,0 days 00:31:34.000000000
10453,11 19:52:59,11 19:54:02,11 20:15:19,11 20:55:58,172,9,14414,FALSE,Palo Alto,TRUE,173.93,0,14.89,0,0 days 01:02:59.000000000
10454,18 20:56:27,18 20:57:04,18 21:10:51,18 21:29:53,43,19,14414,FALSE,Palo Alto,TRUE,58.09,0,2.39,0,0 days 00:33:26.000000000
10455,22 01:39:24,22 01:44:26,22 01:57:35,22 02:12:28,215,59,14414,FALSE,Palo Alto,TRUE,65.27,0,2.72,0,0 days 00:33:04.000000000
10456,04 01:05:01,04 01:05:11,04 01:31:59,04 01:42:54,66,63,14414,TRUE,Palo Alto,TRUE,24.43,0,1.69,0,0 days 00:37:53.000000000
10457,15 00:30:14,15 00:30:47,15 00:41:42,15 01:04:38,84,63,14414,FALSE,Palo Alto,FALSE,85.22,0,7.28,0,0 days 00:34:24.000000000
10458,21 17:52:20,21 18:02:47,21 18:17:28,21 19:05:37,386,79,14414,FALSE,Palo Alto,FALSE,196.48,0,16.07,11.45,0 days 01:13:17.000000000
10459,15 23:21:06,15 23:44:57,16 00:18:43,16 00:37:41,324,96,14414,FALSE,Palo Alto,FALSE,199.43,0,17.23,0,0 days 01:16:35.000000000
10460,16 02:13:29,16 02:15:03,16 02:25:48,16 03:00:57,247,96,14414,TRUE,Palo Alto,TRUE,62.55,0,2.6,0,0 days 00:47:28.000000000
10461,23 21:19:22,23 23:14:01,,24 01:02:02,137,107,14414,FALSE,Palo Alto,FALSE,54.77,0,4.48,0,0 days 03:42:40.000000000
10462,11 00:19:25,11 00:20:12,,11 01:12:40,73,212,14414,TRUE,Palo Alto,TRUE,26.06,0,0.92,0,0 days 00:53:15.000000000
10463,02 19:19:26,02 19:21:37,02 19:33:38,02 20:04:54,224,264,14414,FALSE,Palo Alto,TRUE,84.63,0,3.61,0,0 days 00:45:28.000000000
10464,18 20:40:29,18 20:40:46,18 20:57:46,18 21:19:34,216,361,14414,TRUE,Palo Alto,TRUE,28.73,0,1.04,0,0 days 00:39:05.000000000
10465,07 03:27:26,07 03:27:57,,07 03:53:27,240,28,14416,FALSE,Palo Alto,TRUE,42.27,40,1.66,0,0 days 00:26:01.000000000
10466,09 17:21:57,09 18:53:28,09 18:34:26,09 19:19:20,299,30,14422,FALSE,Mountain View,FALSE,69.03,0,2.89,0,0 days 01:57:23.000000000
10467,11 17:35:57,11 18:29:10,11 19:20:51,11 20:09:35,297,32,14422,FALSE,Mountain View,FALSE,99.31,0,4.29,0,0 days 02:33:38.000000000
10468,10 17:25:58,10 18:08:09,,10 19:07:43,139,44,14422,TRUE,Mountain View,FALSE,92.77,0,3.99,0,0 days 01:41:45.000000000
10469,07 14:53:42,07 17:42:08,07 18:36:28,07 18:50:46,330,98,14422,FALSE,Mountain View,FALSE,106.81,0,4.63,0,0 days 03:57:04.000000000
10470,08 17:20:35,08 18:22:54,08 18:44:50,08 19:01:37,89,212,14422,FALSE,Mountain View,FALSE,57.18,0,2.35,0,0 days 01:41:02.000000000
10471,13 19:22:29,13 19:31:46,13 20:08:30,13 20:26:54,56,15,14423,TRUE,Palo Alto,TRUE,40.64,0,3.18,0,0 days 01:04:25.000000000
10472,22 02:22:47,22 02:32:08,,22 03:04:17,291,124,14423,FALSE,Palo Alto,TRUE,15.24,0,1.27,0,0 days 00:41:30.000000000
10473,06 00:25:27,06 00:31:02,06 00:41:24,06 01:11:09,351,319,14432,FALSE,San Jose,TRUE,70.8,6,3.54,0,0 days 00:45:42.000000000
10474,10 02:32:38,10 02:58:27,10 03:34:28,10 03:45:44,199,319,14432,FALSE,San Jose,TRUE,84.26,0,4.21,0,0 days 01:13:06.000000000
10475,18 01:22:33,18 01:24:21,18 01:35:26,18 01:53:13,227,319,14432,FALSE,San Jose,TRUE,46.82,0,2.34,0,0 days 00:30:40.000000000
10476,19 01:39:54,19 01:47:41,,19 02:26:58,160,319,14432,FALSE,San Jose,TRUE,62.08,0,3.1,0,0 days 00:47:04.000000000
10477,10 01:00:37,10 01:03:13,,10 01:47:11,189,280,14439,TRUE,San Jose,TRUE,48.35,6,2.42,22.48,0 days 00:46:34.000000000
10478,26 00:14:39,26 01:28:40,,26 02:31:48,401,262,14440,FALSE,San Jose,FALSE,26.93,0,2.88,0,0 days 02:17:09.000000000
10479,18 03:12:28,18 03:13:32,18 03:24:05,18 03:45:31,184,44,14448,TRUE,Mountain View,TRUE,32.59,0,1.63,0,0 days 00:33:03.000000000
10480,25 01:26:37,25 01:40:34,,25 02:28:02,396,248,14448,FALSE,Mountain View,TRUE,48.41,0,2.42,0,0 days 01:01:25.000000000
10481,12 01:53:38,12 02:11:43,12 02:25:48,12 03:05:19,56,105,14450,FALSE,Palo Alto,TRUE,94.96,0,12.27,0,0 days 01:11:41.000000000
10482,19 00:35:56,19 00:55:44,,19 01:38:40,276,105,14450,FALSE,Palo Alto,FALSE,107.46,0,5.37,0,0 days 01:02:44.000000000
10483,05 01:24:40,05 01:27:51,05 01:42:51,05 02:32:07,123,190,14453,FALSE,San Jose,TRUE,18.34,0,2.75,0,0 days 01:07:27.000000000
10484,23 01:49:54,23 02:07:57,23 02:28:21,23 02:41:59,73,190,14453,FALSE,San Jose,TRUE,28.24,0,1.41,0,0 days 00:52:05.000000000
10485,13 23:28:58,13 23:54:21,14 00:23:12,14 00:50:11,173,303,14455,FALSE,San Jose,FALSE,55,0,2.75,0,0 days 01:21:13.000000000
10486,24 03:08:10,24 03:09:35,24 03:16:32,24 03:40:24,147,3,14456,TRUE,Palo Alto,TRUE,26.66,0,0.95,0,0 days 00:32:14.000000000
10487,30 02:52:47,30 02:54:41,30 03:02:27,30 03:24:53,356,89,14457,FALSE,Mountain View,TRUE,14.16,0,0.37,0,0 days 00:32:06.000000000
10488,27 03:35:43,27 03:43:07,,27 04:43:46,274,76,14461,FALSE,Mountain View,TRUE,40.09,0,1.56,0,0 days 01:08:03.000000000
10489,21 00:24:24,21 00:42:55,,21 01:38:25,98,87,14461,FALSE,Mountain View,TRUE,31.5,0,1.17,0,0 days 01:14:01.000000000
10490,19 01:52:39,19 01:57:56,19 02:09:16,19 02:24:41,184,95,14461,FALSE,Mountain View,TRUE,32.59,0,1.22,0,0 days 00:32:02.000000000
10491,04 00:10:50,04 00:11:10,,04 00:53:23,279,121,14461,FALSE,Mountain View,TRUE,32.59,0,1.22,0,0 days 00:42:33.000000000
10492,14 01:57:44,14 01:59:27,14 02:07:04,14 02:34:44,336,267,14462,FALSE,San Jose,TRUE,29.93,0,1.5,0,0 days 00:37:00.000000000
10493,23 04:04:19,23 04:05:39,23 04:14:06,23 04:25:58,43,20,14467,TRUE,Palo Alto,TRUE,20.08,0,0.64,0,0 days 00:21:39.000000000
10494,08 01:48:46,08 01:49:32,08 02:12:38,08 02:37:27,345,8,14473,FALSE,Palo Alto,TRUE,52.76,6,3,0,0 days 00:48:41.000000000
10495,10 01:18:00,10 01:21:51,10 01:53:27,10 02:18:57,282,169,14474,TRUE,San Jose,TRUE,81.15,0,10.36,0,0 days 01:00:57.000000000
10496,02 02:56:56,02 03:10:49,,02 03:59:51,36,281,14474,FALSE,San Jose,TRUE,61.97,0,7.7,1.62,0 days 01:02:55.000000000
10497,18 18:14:37,18 18:22:08,,18 18:56:46,154,78,14475,TRUE,Palo Alto,TRUE,16.33,0,0.95,0,0 days 00:42:09.000000000
10498,27 03:02:48,27 03:16:09,,27 03:59:02,254,96,14475,FALSE,Palo Alto,TRUE,37.54,0,2.9,0,0 days 00:56:14.000000000
10499,12 02:51:40,12 02:53:21,12 03:12:10,12 03:31:47,94,32,14478,FALSE,Mountain View,TRUE,30.8,0,1.14,0,0 days 00:40:07.000000000
10500,13 03:18:34,13 03:27:54,13 03:44:07,13 04:08:19,248,41,14478,FALSE,Mountain View,TRUE,63.64,0,2.65,0,0 days 00:49:45.000000000
10501,03 19:30:49,03 19:37:29,03 19:50:53,03 20:22:06,139,241,14478,FALSE,Mountain View,TRUE,51.6,0,2.09,0,0 days 00:51:17.000000000
10502,08 02:29:30,08 02:30:26,08 02:58:22,08 03:11:07,274,241,14478,TRUE,Mountain View,TRUE,42.9,0,1.69,0,0 days 00:41:37.000000000
10503,28 00:54:17,28 01:06:25,28 01:28:53,28 01:40:42,360,241,14478,FALSE,Mountain View,TRUE,36.4,0,1.39,0,0 days 00:46:25.000000000
10504,25 19:28:54,25 19:30:21,,25 20:03:54,373,6,14479,FALSE,Palo Alto,TRUE,16.82,0,0.99,0,0 days 00:35:00.000000000
10505,24 05:00:56,24 05:01:57,24 05:15:11,24 05:24:35,343,20,14479,FALSE,Palo Alto,TRUE,16.33,0,0.47,0,0 days 00:23:39.000000000
10506,15 04:21:59,15 04:22:55,15 04:30:33,15 04:56:56,216,104,14479,TRUE,Palo Alto,TRUE,32.1,0,2.4,0,0 days 00:34:57.000000000
10507,14 04:28:55,14 04:29:36,,14 04:58:27,154,107,14479,TRUE,Palo Alto,TRUE,24.98,0,2.61,0,0 days 00:29:32.000000000
10508,26 04:31:24,26 04:32:40,,26 05:02:06,216,107,14479,FALSE,Palo Alto,TRUE,26.66,0,1.9,0,0 days 00:30:42.000000000
10509,25 04:14:18,25 04:15:10,25 04:20:49,25 05:00:55,343,370,14480,TRUE,Mountain View,TRUE,27.75,0,3,0,0 days 00:46:37.000000000
10510,16 04:04:23,16 04:06:18,16 04:19:04,16 04:40:34,63,30,14481,FALSE,Palo Alto,TRUE,42.92,0,2.15,0,0 days 00:36:11.000000000
10511,13 00:01:12,13 00:01:50,13 00:10:58,13 00:40:34,200,20,14484,TRUE,Palo Alto,TRUE,105.43,6,5.27,0,0 days 00:39:22.000000000
10512,14 23:19:29,14 23:31:59,14 23:41:46,15 00:00:02,313,76,14491,TRUE,Palo Alto,FALSE,46.07,0,5.52,0,0 days 00:40:33.000000000
10513,31 23:10:09,04 00:18:40,04 17:37:57,04 18:16:51,60,10,14495,TRUE,Palo Alto,FALSE,483.97,0,0,0,-28 days +19:06:42.000000000
10514,22 18:58:25,22 19:21:45,22 19:41:06,22 20:03:19,77,8,14503,TRUE,Palo Alto,TRUE,59.18,0,4.89,0,0 days 01:04:54.000000000
10515,11 19:37:13,11 19:38:10,11 20:00:04,11 20:12:20,320,20,14503,FALSE,Palo Alto,TRUE,29.33,0,3.21,0,0 days 00:35:07.000000000
10516,15 20:44:04,15 20:44:19,,15 21:18:17,48,8,14509,FALSE,Palo Alto,TRUE,16.33,0,1.42,0,0 days 00:34:13.000000000
10517,11 18:24:28,11 18:41:35,11 18:42:42,11 19:09:51,172,14,14509,TRUE,Palo Alto,TRUE,13.88,0,1.08,0,0 days 00:45:23.000000000
10518,04 18:27:15,04 18:45:30,04 19:07:24,04 19:27:44,328,21,14509,FALSE,Palo Alto,TRUE,25.58,0,2.7,0,0 days 01:00:29.000000000
10519,02 19:57:51,02 19:58:39,02 20:05:37,02 20:30:34,48,59,14509,FALSE,Palo Alto,TRUE,16.28,0,1.41,0,0 days 00:32:43.000000000
10520,05 19:42:27,05 19:43:06,05 20:10:18,05 20:34:23,332,68,14509,FALSE,Palo Alto,TRUE,33.62,0,3.81,0,0 days 00:51:56.000000000
10521,10 20:25:00,10 20:26:43,10 20:35:08,10 20:58:59,144,72,14509,TRUE,Palo Alto,TRUE,16.36,0,1.42,1.09,0 days 00:33:59.000000000
10522,01 18:41:05,01 18:55:39,01 19:12:21,01 19:41:32,294,83,14509,TRUE,Palo Alto,TRUE,20.63,0,2.01,0,0 days 01:00:27.000000000
10523,03 20:44:26,03 20:46:25,03 20:56:41,03 21:29:43,299,91,14509,TRUE,Palo Alto,TRUE,23.94,0,2.47,0,0 days 00:45:17.000000000
10524,12 20:22:54,12 20:33:27,12 20:33:00,12 21:12:17,355,91,14509,TRUE,Palo Alto,TRUE,26.55,0,2.83,0,0 days 00:49:23.000000000
10525,09 19:28:43,09 19:48:58,,09 20:25:03,125,249,14509,FALSE,Palo Alto,TRUE,14.65,0,1.19,0,0 days 00:56:20.000000000
10526,14 20:09:07,14 20:15:24,14 20:17:02,14 20:35:04,371,351,14509,FALSE,Palo Alto,TRUE,21,0,2.06,0,0 days 00:25:57.000000000
10527,25 23:05:49,25 23:19:29,,25 23:59:40,241,99,14516,FALSE,Palo Alto,FALSE,79.19,0,3.96,0,0 days 00:53:51.000000000
10528,29 18:10:50,29 18:53:45,29 19:06:08,29 19:26:17,114,215,14518,FALSE,Palo Alto,FALSE,39.66,5,4,0,0 days 01:15:27.000000000
10529,11 00:46:36,11 00:51:36,11 00:55:56,11 01:42:38,347,4,14519,FALSE,Palo Alto,TRUE,62.39,0,9.36,0,0 days 00:56:02.000000000
10530,01 17:01:32,01 17:18:40,01 18:24:26,01 18:56:33,41,8,14519,FALSE,Palo Alto,FALSE,39.71,0,5.96,0,0 days 01:55:01.000000000
10531,02 16:38:06,02 17:36:56,02 18:32:32,02 18:45:32,267,8,14519,FALSE,Palo Alto,FALSE,60.21,0,9.03,0,0 days 02:07:26.000000000
10532,11 17:37:53,11 17:38:09,11 18:13:18,11 18:57:46,361,8,14519,TRUE,Palo Alto,FALSE,93.87,0,14.08,0,0 days 01:19:53.000000000
10533,13 19:43:33,13 20:03:28,13 20:17:52,13 20:35:29,125,9,14519,FALSE,Palo Alto,TRUE,23.84,0,3.58,0,0 days 00:51:56.000000000
10534,18 19:02:12,18 19:07:20,18 19:29:33,18 19:50:05,41,9,14519,FALSE,Palo Alto,TRUE,16.82,0,0.84,0,0 days 00:47:53.000000000
10535,07 22:44:22,07 23:31:51,07 23:50:23,08 00:18:31,340,19,14519,FALSE,Palo Alto,FALSE,27.7,0,1.39,0,0 days 01:34:09.000000000
10536,11 17:39:15,11 17:47:14,,11 18:35:34,267,20,14519,FALSE,Palo Alto,FALSE,27.66,0,1.38,0,0 days 00:56:19.000000000
10537,13 19:50:50,13 20:19:32,13 21:09:15,13 21:31:23,56,20,14519,FALSE,Palo Alto,FALSE,141.89,0,21.28,0,0 days 01:40:33.000000000
10538,01 00:54:08,01 00:54:48,,01 01:45:14,222,83,14519,FALSE,Palo Alto,TRUE,24.98,0,1.25,0,0 days 00:51:06.000000000
10539,13 19:42:29,13 19:54:14,,13 20:39:57,255,83,14519,FALSE,Palo Alto,TRUE,37.92,0,5.69,0,0 days 00:57:28.000000000
10540,19 23:34:40,20 00:04:55,20 00:51:17,20 01:15:50,195,104,14519,FALSE,Palo Alto,FALSE,121.57,0,18.24,0,0 days 01:41:10.000000000
10541,13 01:03:38,13 01:06:41,13 01:13:52,13 01:40:19,125,107,14519,TRUE,Palo Alto,TRUE,22.31,0,3.35,0,0 days 00:36:41.000000000
10542,15 02:08:47,15 02:11:29,15 02:29:19,15 02:53:39,194,107,14519,FALSE,Palo Alto,TRUE,23.89,0,3.58,0,0 days 00:44:52.000000000
10543,10 20:54:07,10 20:54:32,10 21:10:39,10 21:30:41,222,211,14519,FALSE,Palo Alto,TRUE,22.86,0,3.43,0,0 days 00:36:34.000000000
10544,14 00:17:36,14 00:18:35,,14 01:02:30,262,211,14519,FALSE,Palo Alto,TRUE,24.49,0,3.67,0,0 days 00:44:54.000000000
10545,30 19:29:30,30 19:45:11,30 19:46:57,30 20:43:43,320,360,14519,FALSE,Palo Alto,TRUE,78.65,0,11.8,0,0 days 01:14:13.000000000
10546,09 00:54:55,09 00:55:08,09 01:05:44,09 01:25:31,66,68,14521,FALSE,Palo Alto,TRUE,37.86,0,1.89,0,0 days 00:30:36.000000000
10547,17 00:58:12,17 01:09:06,,17 01:42:56,222,7,14522,TRUE,Palo Alto,TRUE,44.06,0,3.5,0,0 days 00:44:44.000000000
10548,17 01:01:51,17 01:07:21,17 01:26:26,17 01:59:19,166,84,14522,FALSE,Palo Alto,TRUE,54.23,0,4.43,0,0 days 00:57:28.000000000
10549,09 20:43:37,09 20:44:06,09 21:04:53,09 21:22:56,319,9,14523,TRUE,Palo Alto,TRUE,34.27,0,1.71,0,0 days 00:39:19.000000000
10550,20 02:18:35,20 02:36:15,20 02:44:51,20 03:12:16,200,9,14523,TRUE,Palo Alto,TRUE,40.75,0,2.04,0,0 days 00:53:41.000000000
10551,26 02:02:15,26 02:24:02,,26 03:23:07,376,9,14523,FALSE,Palo Alto,TRUE,27.75,0,1.39,0,0 days 01:20:52.000000000
10552,06 02:55:00,06 02:56:36,06 03:27:34,06 03:48:51,87,20,14523,FALSE,Palo Alto,TRUE,22.25,0,1.11,0,0 days 00:53:51.000000000
10553,21 03:29:44,21 03:37:07,21 04:03:15,21 04:17:22,276,81,14523,FALSE,Palo Alto,TRUE,37.5,0,1.88,0,0 days 00:47:38.000000000
10554,27 04:21:15,27 04:21:56,,27 05:13:33,115,81,14523,TRUE,Palo Alto,TRUE,46.17,0,2.31,0,0 days 00:52:18.000000000
10555,18 02:51:50,18 02:52:01,18 03:09:14,18 03:19:26,193,8,14525,TRUE,Palo Alto,TRUE,20.14,0,1.01,0,0 days 00:27:36.000000000
10556,25 23:27:36,25 23:28:54,,26 00:04:55,314,68,14525,FALSE,Palo Alto,FALSE,84.19,0,8,0,0 days 00:37:19.000000000
10557,21 01:27:14,21 01:56:45,21 01:58:54,21 02:43:16,351,158,14528,FALSE,San Jose,TRUE,57.38,0,7.08,16.89,0 days 01:16:02.000000000
10558,29 01:16:57,29 01:44:57,,29 02:29:39,168,300,14532,FALSE,San Jose,TRUE,49.44,0,4.94,0,0 days 01:12:42.000000000
10559,07 00:55:03,07 00:55:22,07 01:01:47,07 01:40:42,152,63,14533,FALSE,Palo Alto,TRUE,75.87,0,9.63,5.98,0 days 00:45:39.000000000
10560,14 00:40:36,14 00:48:21,,14 01:34:26,248,87,14534,FALSE,Mountain View,TRUE,51.13,6,4.15,0,0 days 00:53:50.000000000
10561,04 01:37:09,04 01:55:41,,04 02:33:43,267,9,14538,FALSE,Palo Alto,TRUE,29.87,0,1.49,0,0 days 00:56:34.000000000
10562,07 00:57:59,07 01:18:06,07 01:50:31,07 02:03:36,105,30,14538,FALSE,Mountain View,TRUE,47.16,0,1.89,0,0 days 01:05:37.000000000
10563,12 03:33:51,12 03:36:50,12 03:42:29,12 04:12:12,117,64,14538,FALSE,Mountain View,TRUE,33.08,0,1.65,0,0 days 00:38:21.000000000
10564,19 03:35:31,19 03:37:53,19 03:46:19,19 04:09:47,141,64,14538,TRUE,Mountain View,TRUE,54.18,0,2.71,0,0 days 00:34:16.000000000
10565,08 23:08:07,09 01:54:33,09 02:11:35,09 02:24:47,168,128,14547,FALSE,San Jose,FALSE,53.85,6,4.4,0,0 days 03:16:40.000000000
10566,18 03:03:37,18 03:04:24,18 03:19:45,18 03:49:14,249,175,14547,FALSE,San Jose,TRUE,51.08,0,5.11,0,0 days 00:45:37.000000000
10567,03 19:05:12,03 19:21:39,03 19:27:11,03 19:42:34,207,43,14551,FALSE,Mountain View,TRUE,27.64,0,1.38,0,0 days 00:37:22.000000000
10568,14 19:05:56,14 19:10:20,14 19:19:06,14 19:36:48,297,43,14551,TRUE,Mountain View,TRUE,16.88,0,0.84,0,0 days 00:30:52.000000000
10569,05 19:02:20,05 19:30:41,05 19:39:23,05 20:01:18,259,101,14554,FALSE,Palo Alto,FALSE,43.46,0,1.72,0,0 days 00:58:58.000000000
10570,18 03:20:09,18 03:28:28,18 03:36:59,18 03:52:30,259,101,14554,FALSE,Palo Alto,TRUE,44.55,0,3.54,0,0 days 00:32:21.000000000
10571,19 02:52:32,19 02:55:10,19 03:00:34,19 03:37:45,154,28,14560,FALSE,Palo Alto,TRUE,31.99,6,3.58,0,0 days 00:45:13.000000000
10572,14 17:20:55,,14 17:48:49,14 18:22:13,276,11,14573,TRUE,Palo Alto,FALSE,422.35,0,40,0,0 days 01:01:18.000000000
10573,23 02:21:11,23 02:23:00,23 02:51:42,23 03:17:48,303,175,14576,FALSE,San Jose,TRUE,70.65,0,7.07,0,0 days 00:56:37.000000000
10574,08 18:14:22,08 18:50:19,08 19:02:33,08 19:18:12,248,50,14579,FALSE,Mountain View,FALSE,18.45,0,0.92,0,0 days 01:03:50.000000000
10575,14 18:56:47,14 19:05:15,14 19:28:25,14 19:38:20,290,88,14579,FALSE,Mountain View,TRUE,14.15,0,0.71,0,0 days 00:41:33.000000000
10576,04 17:56:24,04 18:20:32,04 19:20:29,04 19:33:31,290,342,14579,FALSE,Mountain View,FALSE,17.42,0,0.87,18.29,0 days 01:37:07.000000000
10577,17 17:00:51,17 18:01:24,,17 18:43:33,206,3,14580,FALSE,Palo Alto,FALSE,39.6,0,1.54,0,0 days 01:42:42.000000000
10578,12 21:26:45,12 21:30:55,12 21:40:51,12 22:13:13,334,125,14581,FALSE,San Jose,TRUE,22.26,0,1.49,0,0 days 00:46:28.000000000
10579,06 17:11:16,06 17:52:41,06 18:06:39,06 18:43:23,168,147,14581,FALSE,San Jose,FALSE,26.55,0,0.94,0,0 days 01:32:07.000000000
10580,11 20:43:27,11 20:57:11,11 20:57:28,11 21:28:15,316,190,14581,FALSE,San Jose,TRUE,21.12,0,1.39,0,0 days 00:44:48.000000000
10581,20 21:18:12,20 21:35:39,20 21:52:32,20 22:21:26,168,190,14581,TRUE,San Jose,TRUE,20.03,0,1.29,0,0 days 01:03:14.000000000
10582,04 17:58:45,04 18:03:08,04 18:17:34,04 18:38:24,232,197,14581,FALSE,San Jose,FALSE,24.85,0,0.86,0,0 days 00:39:39.000000000
10583,07 23:03:22,07 23:19:44,07 23:55:50,08 00:25:20,282,201,14581,TRUE,San Jose,FALSE,33.82,0,1.27,0,0 days 01:21:58.000000000
10584,17 01:30:30,17 01:32:27,17 02:13:18,17 02:29:27,363,20,14582,FALSE,Palo Alto,TRUE,54.01,6,2.2,0,0 days 00:58:57.000000000
10585,04 17:58:59,04 18:04:19,04 19:14:40,04 19:39:34,84,19,14588,TRUE,Palo Alto,FALSE,147.67,0,10,0,0 days 01:40:35.000000000
10586,14 17:34:07,14 18:27:52,14 18:42:30,14 18:48:45,274,30,14593,TRUE,Mountain View,FALSE,20.63,0,0.67,0,0 days 01:14:38.000000000
10587,04 18:50:15,04 19:44:38,04 19:50:02,04 20:13:00,337,43,14593,TRUE,Mountain View,TRUE,75.76,0,3.2,0,0 days 01:22:45.000000000
10588,30 19:24:54,30 19:28:57,30 19:34:25,30 20:12:50,438,139,14594,FALSE,San Jose,TRUE,27.59,0,2.76,0,0 days 00:47:56.000000000
10589,16 18:20:26,16 18:49:29,16 19:05:18,16 19:24:58,323,44,14599,FALSE,Mountain View,TRUE,76.58,0,3.24,0,0 days 01:04:32.000000000
10590,05 21:01:59,05 21:04:21,05 21:33:08,05 21:38:16,332,68,14603,FALSE,Palo Alto,TRUE,32.59,0,1.63,0,0 days 00:36:17.000000000
10591,18 00:30:33,18 00:32:51,18 00:47:19,18 01:23:08,249,166,14607,FALSE,San Jose,TRUE,28.73,0,1.44,0,0 days 00:52:35.000000000
10592,13 01:44:33,13 01:57:36,13 02:09:56,13 02:26:37,216,12,14609,FALSE,Palo Alto,TRUE,25.52,0,1.79,0,0 days 00:42:04.000000000
10593,27 01:44:07,27 01:52:19,,27 02:39:05,56,20,14609,FALSE,Palo Alto,TRUE,22.85,0,1.54,0,0 days 00:54:58.000000000
10594,27 21:47:26,27 21:51:41,,27 22:25:02,211,170,14617,FALSE,San Jose,TRUE,61.9,0,3.1,0,0 days 00:37:36.000000000
10595,21 03:04:13,21 03:32:38,21 03:37:25,21 04:17:59,168,201,14617,FALSE,San Jose,TRUE,57.42,0,2.87,0,0 days 01:13:46.000000000
10596,11 02:23:40,11 02:30:28,11 03:00:20,11 03:34:25,168,302,14617,FALSE,San Jose,TRUE,94.67,0,4.73,0,0 days 01:10:45.000000000
10597,25 01:40:32,25 01:49:48,,25 02:23:31,118,314,14617,FALSE,San Jose,TRUE,51.07,0,2.55,0,0 days 00:42:59.000000000
10598,14 03:36:05,14 03:39:12,,14 04:16:24,199,320,14617,FALSE,San Jose,TRUE,58.8,0,2.94,0,0 days 00:40:19.000000000
10599,28 03:12:23,28 03:15:21,28 03:28:30,28 04:00:24,380,371,14617,FALSE,San Jose,TRUE,42.52,0,2.13,0,0 days 00:48:01.000000000
10600,28 07:54:40,28 18:04:03,28 18:37:44,28 18:46:55,154,249,14618,TRUE,Palo Alto,FALSE,89.25,6,7.65,0,0 days 10:52:15.000000000
10601,27 23:40:35,27 23:44:13,,28 00:20:14,366,84,14621,FALSE,Palo Alto,TRUE,46.67,0,2.33,0,0 days 00:39:39.000000000
10602,03 23:32:57,03 23:54:07,04 00:04:48,04 00:22:30,177,179,14625,FALSE,San Jose,TRUE,25.52,6,2.69,0,0 days 00:49:33.000000000
10603,14 03:46:38,14 03:49:14,,14 04:46:45,101,23,14637,FALSE,Mountain View,TRUE,40.75,0,3.19,0,0 days 01:00:07.000000000
10604,27 02:48:33,27 02:57:55,,27 03:26:40,155,90,14637,FALSE,Mountain View,TRUE,23.35,0,0.79,0,0 days 00:38:07.000000000
10605,30 01:32:53,30 01:44:17,,30 02:27:05,214,8,14646,FALSE,Palo Alto,TRUE,38.57,0,4.49,0,0 days 00:54:12.000000000
10606,15 00:19:19,15 02:08:20,15 02:41:23,15 02:54:15,319,10,14646,FALSE,Palo Alto,FALSE,57.06,0,4.69,0,0 days 02:34:56.000000000
10607,27 01:28:22,27 01:31:09,,27 02:15:39,314,10,14646,FALSE,Palo Alto,TRUE,33.68,0,3.81,0,0 days 00:47:17.000000000
10608,08 02:32:38,08 02:55:03,,08 03:41:57,145,12,14646,FALSE,Palo Alto,TRUE,26.66,0,4,0,0 days 01:09:19.000000000
10609,09 01:13:44,09 01:15:31,,09 01:38:02,307,53,14646,TRUE,Palo Alto,TRUE,41.29,0,4.86,0,0 days 00:24:18.000000000
10610,12 01:00:32,12 01:01:00,12 01:17:40,12 01:31:29,308,68,14646,FALSE,Palo Alto,TRUE,43.85,0,5.22,0,0 days 00:30:57.000000000
10611,21 01:06:22,21 01:47:13,21 02:19:31,21 02:29:14,320,68,14646,FALSE,Palo Alto,TRUE,42.87,0,1.69,0,0 days 01:22:52.000000000
10612,01 01:06:31,01 01:07:32,01 01:28:13,01 01:57:03,259,76,14646,FALSE,Palo Alto,TRUE,62.93,0,5.23,0,0 days 00:50:32.000000000
10613,10 00:12:50,10 00:16:22,10 00:39:48,10 00:59:35,98,76,14646,FALSE,Palo Alto,TRUE,57.49,0,4.73,0,0 days 00:46:45.000000000
10614,18 01:16:21,18 01:18:35,18 01:24:59,18 01:55:09,193,76,14646,FALSE,Palo Alto,TRUE,41.18,0,4.85,0,0 days 00:38:48.000000000
10615,22 00:42:03,22 00:46:24,22 00:57:43,22 01:12:10,116,83,14646,FALSE,Palo Alto,TRUE,31.01,0,3.45,0,0 days 00:30:07.000000000
10616,17 00:53:15,17 00:59:18,,17 01:47:21,313,100,14646,FALSE,Palo Alto,TRUE,42.87,0,5.08,0,0 days 00:54:06.000000000
